399
2066
42
311
160
2619
2349
2378
261
2132
41
151
248
235
2567
58
218
2655
202
2116
2166
2168
2184
2230
2244
45
2325
113
227
257
2603
139
179
2670
103
228
150
52
59
97
2390
152
153
87
221
183
258
259
154
526
294
338
288
2885
2454
2908
56
239
66
2305
2306
201
197
2628
251
2641
277
2086
156
305
46
269
2507
2550
2599
222
2752
331
70
304
149
147
155
2464
2458
2502
16
253
2692
2097
2127
324
2241
2272
2335
2344
2506
2515
2427
2737
356
84
2294
120
130
127
135
158
77
194
213
2509
164
275
13
2239
2463
62
299
302
300
27
2540
232
48
2182
2210
2275
256
111
119
350
2729
2429
2226
2229
2348
276
2393
249
295
242
2572
2636
5
2638
98
325
2174
2739
270
94
2473
82
2674
2750
2754
225
171
172
159
108
219
163
43
2099
2217
314
2363
2368
2405
315
2514
2520
2612
2561
2006
2050
189
2084
2117
2199
2309
193
2459
195
2649
2711
2065
2154
2169
50
2261
47
2379
2415
2450
2448
2428
2542
2569
71
2181
339
2287
282
2350
2623
2460
79
2724
2005
68
36
278
2440
167
21
23
2439
328
2751
2803
2115
161
2341
116
2523
2529
2597
2598
2681
2046
2057
2197
2198
55
2413
93
2565
2546
2634
2635
2630
12
9
25
38
2483
204
24
26
30
254
264
265
44
349
104
2083
2142
107
322
2329
2352
2426
333
8
2
57
61
96
99
344
142
145
2579
2633
245
238
236
2193
231
2382
2535
2643
2430
2678
2717
2747
2000
2110
2277
2916
2320
2377
2443
2447
2466
2534
2545
2617
357
2010
2011
2016
2029
2755
2296
2400
2504
2582
2640
2172
2870
85
2449
2437
198
233
2571
2710
2026
2032
2031
290
2247
309
2433
6
326
2653
250
252
2250
2351
279
2492
2501
2608
301
2539
2541
2130
2934
2253
166
2547
140
292
3084
